d006.s000.t000;sport;n
d006.s000.t001;fraud;n
d006.s000.t002;law;n
d006.s001.t000;trick;n
;alonso;n
;ajax;n
;demonstrate;v
d006.s001.t001;wittiness;n
d006.s001.t002;will;n
;get;v
;remove;v
d006.s001.t003;sanction;n
d006.s002.t000;expulsion;n
;presumably;r
;forge;v
d006.s002.t001;player;n
;madrid;n
;alonso;n
d006.s002.t002;game;n
;play;v
;23rd;a
;november;n
;ajax;n
;european;n
;champion;n
;league;n
;cause;v
;river;n
d006.s002.t003;ink;n
;write;v
d006.s002.t004;behavior;n
;unsportsmanlike;a
d006.s002.t005;player;n
;sanction;v
;know;v
d006.s003.t000;minute;n
d006.s003.t001;end;n
d006.s003.t002;game;n
d006.s003.t003;team;n
;already;r
;win;v
d006.s003.t004;player;n
;deliberately;r
;waste;v
d006.s003.t005;time;n
;make;v
d006.s003.t006;referee;n
;show;v
;second;a
;yellow;a
d006.s003.t007;card;n
d006.s004.t000;way;n
;madrid;n
;finish;v
d006.s004.t001;leader;n
d006.s004.t002;group;n
d006.s004.t003;player;n
;fulfil;v
;prescribed;a
d006.s004.t004;sanction;n
;next;a
d006.s004.t005;game;n
d006.s004.t006;league;n
;able;a
;get;v
d006.s004.t007;card;n
;following;a
d006.s004.t008;phase;n
;finally;r
d006.s005.t000;committee;n
d006.s005.t001;discipline;n
;sanction;v
d006.s005.t002;game;n
d006.s005.t003;trainer;n
d006.s005.t004;team;n
;different;a
;economic;a
d006.s005.t005;amount;n
d006.s005.t006;player;n
d006.s006.t000;provocation;n
;yellow;a
d006.s006.t001;card;n
;similar;a
d006.s006.t002;circumstance;n
;new;a
d006.s006.t003;practice;n
;rather;r
;frequent;a
d006.s006.t004;world;n
d006.s006.t005;football;n
;extended;a
;part;n
d006.s007.t000;ethos;n
;unwritten;a
d006.s007.t001;rule;n
;follow;v
;nonetheless;r
d006.s007.t002;sport;n
d006.s008.t000;part;n
d006.s008.t001;debate;n
;arise;v
;related;a
d006.s008.t002;case;n
;cause;v
d006.s008.t003;fact;n
;carry;v
d006.s008.t004;team;n
;madrid;n
d006.s008.t005;organization;n
d006.s008.t006;hymn;n
;presume;v
d006.s008.t007;nobility;n
d006.s008.t008;honor;n
;fine;v
d006.s008.t009;player;n
;analogous;a
d006.s008.t010;act;n
d006.s008.t011;dramatization;n
;orchestrate;v
;apparently;r
;add;v
;expanded;a
d006.s008.t012;history;n
;histrionic;a
;provoking;a
d006.s008.t013;technician;n
;anyway;r
