;give;v
;away;r
d001.s000.t000;victory;n
d001.s000.t001;israel;n
;achieve;v
;stunning;a
d001.s001.t000;victory;n
d001.s001.t001;visit;n
;electra;n
;court;n
d001.s001.t002;team;n
;heavy;a
d001.s001.t003;loss;n
;great;a
d001.s001.t004;performance;n
;best;a
d001.s001.t005;team;n
;eight;n
;score;v
d001.s001.t006;point;n
d001.s001.t007;top;n
d001.s001.t008;group;n
d001.s002.t000;team;n
;know;v
;make;v
;significant;a
d001.s002.t001;absence;n
;big;a
;dose;n
d001.s002.t002;involvement;n
d001.s002.t003;teamwork;n
;even;r
;hold;v
d001.s002.t004;end;n
;take;v
d001.s002.t005;victory;n
;additionally;r
;huge;a
d001.s003.t000;success;n
d001.s003.t001;sideline;n
;pointer;n
;score;v
d001.s003.t002;lot;n
;final;a
d001.s003.t003;triumph;n
d001.s004.t000;game;n
;start;v
d001.s004.t001;favor;n
;put;v
;ahead;r
d001.s004.t002;scoreboard;n
d001.s004.t003;start;n
;first;a
d001.s005.t000;basket;n
d001.s005.t001;perimeter;n
d001.s005.t002;speculation;n
;already;r
;jump;v
;israeli;a
d001.s005.t003;net;n
;hot;a
d001.s005.t004;wrist;n
;english;n
;main;a
d001.s006.t000;scorer;n
d001.s006.t001;end;n
d001.s006.t002;first_period;n
;second;a
d001.s007.t000;quarter;n
d001.s007.t001;team;n
;opt;v
;inside;a
d001.s007.t002;game;n
d001.s007.t003;work;n
;greet;v
d001.s007.t004;whistle;n
d001.s007.t005;applause;n
d001.s007.t006;return;n
d001.s007.t007;home;n
;continue;v
;increase;v
d001.s007.t008;lead;n
;already;r
;begin;v
;stand;v
;best;a
d001.s008.t000;team;n
d001.s008.t001;point;n
;even;r
;splitter;n
;fewer;a
d001.s008.t002;point;n
;already;r
;signal;v
;go;v
;best;a
d001.s008.t003;night;n
;brazilian;a
d001.s009.t000;game;n
;head;v
d001.s009.t001;halftime;n
;try;v
;remind;v
;win;v
;court;n
d001.s009.t002;hand;n
;elia;n
;put;v
d001.s009.t003;pressure;n
;manage;v
;get;v
;involve;v
d001.s009.t004;game;n
;play;v
;decisive;a
d001.s010.t000;role;n
;yellow;n
d001.s010.t001;return;n
d001.s010.t002;light;n
d001.s011.t000;disadvantage;n
d001.s012.t000;player;n
;injured;a
;far;r
;dead;a
;need;v
;run;v
d001.s012.t001;couple;n
d001.s012.t002;play;n
;correctly;r
;breathe;v
;machine;n
;gun;n
;arrive;v
;almost;r
;consecutive;a
d001.s012.t003;help;n
;english;n
;bring;v
d001.s012.t004;scoreboard;n
;back;r
;reassuring;a
d001.s012.t005;lead;n
;home;n
d001.s012.t006;team;n
;manage;v
;narrow;v
d001.s012.t007;end;n
;third;a
d001.s012.t008;quarter;n
;work;v
;bone;n
;last;a
d001.s013.t000;period;n
;english;n
;already;r
;make;v
;clear;a
;go;v
;let;v
;take;v
;earn;v
;first;a
d001.s013.t001;minute;n
;however;r
;best;a
d001.s014.t000;team;n
;give;v
;try;v
;keep;v
d001.s014.t001;team;n
;alive;a
d001.s014.t002;line;n
d001.s015.t000;spite;n
;splitter;n
;foul;v
d001.s015.t001;team;n
;rush;v
;defend;v
;well;r
;even;r
;israeli;n
;come;v
;close;a
d001.s015.t002;last_minute;n
d001.s015.t003;game;n
;already;r
;win;v
d001.s015.t004;victory;n
;escape;v
;first;a
d001.s015.t005;time;n
d001.s015.t006;season;n
