;iraqi;a
;oil;n
;ministry;n
;reach;v
d003.s000.t000;deal;n
;foreign;a
d003.s000.t001;oil_company;n
d003.s001.t000;concern;n
d003.s001.t001;violence;n
;political;a
d003.s001.t002;instability;n
;iraqi;a
d003.s001.t003;government;n
;manage;v
;attract;v
;major;a
d003.s001.t004;oil_company;n
;rebuild;v
;ailing;a
d003.s001.t005;infrastructure;n
d003.s001.t006;auction;n
;conclude;v
d003.s001.t007;saturday;n
d003.s002.t000;deal;n
;iraqi;a
;oil;n
;ministry;n
;reach;v
;foreign;a
d003.s002.t001;oil_company;n
;suggest;v
d003.s002.t002;china;n
d003.s002.t003;russia;n
;european;a
d003.s002.t004;oil;n
d003.s002.t005;firm;n
;poise;v
;play;v
;major;a
d003.s002.t006;role;n
;refurbish;v
d003.s002.t007;iraq;n
d003.s002.t008;oil_industry;n
;cripple;v
d003.s002.t009;decade;n
d003.s002.t010;war;n
d003.s002.t011;sanction;n
;american;a
d003.s003.t000;company;n
;walk;v
d003.s003.t001;stake;n
;auction;v
d003.s003.t002;field;n
;american;n
d003.s004.t000;company;n
;pay;v
;participate;v
;second;a
d003.s004.t001;auction;n
;begin;v
d003.s004.t002;friday;n
;submit;v
d003.s005.t000;bid;n
;lose;v
;american;a
d003.s006.t000;company;n
;reach;v
d003.s006.t001;deal;n
d003.s006.t002;field;n
;auction;v
d003.s006.t003;june;n
;meager;a
d003.s007.t000;representation;n
;american;a
d003.s007.t001;oil;n
d003.s007.t002;giant;n
d003.s007.t003;iraq;n
;open;v
d003.s007.t004;oil_industry;n
;surprise;v
d003.s007.t005;analyst;n
d003.s008.t000;iraq;n
;finally;r
;open;v
d003.s008.t001;door;n
d003.s008.t002;year;n
d003.s008.t003;war;n
;instead;r
d003.s008.t004;u.s.;n
d003.s008.t005;company;n
;asian;n
;european;n
;lead;v
d003.s008.t006;way;n
;say;v
d003.s008.t007;editor;n
;iraq;n
;oil;n
;forum;n
;online;a
d003.s008.t008;news;n
d003.s008.t009;outlet;n
d003.s009.t000;long_time;n
d003.s009.t001;offer;n
d003.s009.t002;iraq;n
d003.s010.t000;concern;n
d003.s010.t001;security;n
;underscore;v
;massive;a
;coordinate;v
d003.s010.t002;bombing;n
d003.s010.t003;tuesday;n
;political;a
d003.s010.t004;instability;n
d003.s010.t005;u.s.;n
d003.s010.t006;military;n
;likely;r
;keep;v
;american;a
d003.s010.t007;oil_company;n
;venture;v
;forcefully;r
d003.s010.t008;iraq;n
d003.s010.t009;world;n
;proven;a
;crude;n
d003.s010.t010;reserve;n
d003.s010.t011;analyst;n
;say;v
d003.s011.t000;u.s.;n
d003.s011.t001;firm;n
d003.s011.t002;case;n
d003.s011.t003;disadvantage;n
d003.s011.t004;rival;n
;particularly;r
;chinese;a
d003.s011.t005;government;n
;control;v
d003.s011.t006;energy;n
d003.s011.t007;firm;n
;markedly;r
;labor;n
;cost;n
;prone;a
;take;v
d003.s011.t008;risk;n
;respond;v
d003.s011.t009;shareholder;n
;occidental;n
;petroleum;n
;american;a
d003.s012.t000;company;n
;reach;v
d003.s012.t001;deal;n
d003.s012.t002;ministry;n
;major;n
d003.s013.t000;u.s.;n
d003.s013.t001;firm;n
;chevron;n
;cultivate;v
;close;a
d003.s013.t002;tie;n
;iraqi;a
;oil;n
;ministry;n
;provide;v
;technical;a
d003.s013.t003;advice;n
;recent;a
d003.s013.t004;year;n
;walk;v
;away;r
;empty-handed;a
;russian;a
d003.s014.t000;company;n
;top;a
;stakeholder;n
d003.s014.t001;contract;n
;award;v
d003.s014.t002;weekend;n
;china;n
;national;n
;petroleum;n
;corporation;n
d003.s015.t000;bid;n
d003.s015.t001;contract;n
d003.s015.t002;company;n
;walk;v
;large;a
d003.s015.t003;stake;n
d003.s015.t004;contract;n
;major;a
d003.s015.t005;field;n
;know;v
d003.s016.t000;china;n
d003.s016.t001;track;n
;become;v
;major;a
;economic;a
;well;r
;technological;a
d003.s016.t002;power;n
;oil;n
;ministry;n
d003.s016.t003;spokesman;n
;assam;n
;jihad;n
;say;v
;feel;v
;confident;a
;chinese;a
d003.s017.t000;company;n
d003.s017.t001;par;n
d003.s017.t002;competitor;n
;deliver;v
d003.s017.t003;commitment;n
d003.s017.t004;iraq;n
d003.s018.t000;company;n
;submit;v
d003.s018.t001;bid;n
;make;v
d003.s018.t002;offer;n
;compare;v
d003.s018.t003;barrel;n
d003.s018.t004;fee;n
d003.s018.t005;ministry;n
;willing;a
;pay;v
;boost;v
d003.s018.t006;output;n
;current;a
d003.s018.t007;level;n
d003.s018.t008;field;n
