;dine;v
d009.s000.t000;healthcare;n
d009.s000.t001;law;n
d009.s000.t002;challenger;n
d009.s000.t003;court;n
;take;v
d009.s000.t004;case;n
d009.s001.t000;day;n
d009.s001.t001;supreme_court;n
;gather;v
;behind;r
;close;v
;door;n
;consider;v
;politically;r
;divisive;a
d009.s001.t002;question;n
;hear;v
d009.s001.t003;challenge;n
;president;n
d009.s001.t004;healthcare;n
d009.s001.t005;law;n
d009.s001.t006;justice;n
;clarence;n
;fete;v
d009.s001.t007;dinner;n
;sponsor;v
d009.s001.t008;law_firm;n
;argue;v
d009.s001.t009;case;n
d009.s001.t010;high_court;n
d009.s002.t000;occasion;n
;last;a
d009.s002.t001;thursday;n
d009.s002.t002;justice;n
;meet;v
d009.s002.t003;conference;n
;pour;v
d009.s002.t004;petition;n
d009.s002.t005;review;n
d009.s003.t000;case;n
d009.s003.t001;issue;n
d009.s003.t002;suit;n
;bring;v
d009.s003.t003;state;n
;challenge;v
;sweeping;a
d009.s003.t004;healthcare;n
d009.s003.t005;overhaul;n
;pass;v
d009.s003.t006;congress;n
;last;a
d009.s003.t007;year;n
d009.s003.t008;law;n
d009.s003.t009;rallying_cry;n
;conservative;a
d009.s003.t010;activist;n
;nationwide;a
d009.s004.t000;justice;n
;agree;v
;hear;v
d009.s004.t001;suit;n
;indeed;r
;landmark;n
d009.s004.t002;hour;n
d009.s004.t003;argument;n
;expect;v
d009.s004.t004;march;n
d009.s004.t005;outcome;n
;likely;a
;roil;v
;presidential;a
d009.s004.t006;race;n
;full;a
d009.s004.t007;swing;n
d009.s004.t008;time;n
d009.s004.t009;court;n
d009.s004.t010;decision;n
;release;v
d009.s005.t000;lawyer;n
;stand;v
d009.s005.t001;court;n
;argue;v
d009.s005.t002;law;n
;throw;v
;likely;a
;paul;n
;serve;v
;u.s.;n
;solicitor;n
;general;n
;george;n
;bush;n
;administration;n
d009.s006.t000;law_firm;n
;almost;r
d009.s006.t001;two_dozen;n
d009.s006.t002;firm;n
;help;v
;sponsor;v
;annual;a
d009.s006.t003;dinner;n
;society;n
;longstanding;a
;group;n
;dedicate;v
;advocate;v
;conservative;a
d009.s006.t004;legal_principle;n
d009.s007.t000;firm;n
;sponsor;v
d009.s007.t001;dinner;n
;day;n
;represent;v
;trade;n
;association;n
;challenge;v
d009.s007.t002;law;n
;national;n
;federation;n
;independent;n
;business;n
d009.s008.t000;sponsor;n
;pharmaceutical;a
d009.s008.t001;giant;n
;enormous;a
;financial;a
d009.s008.t002;stake;n
d009.s008.t003;outcome;n
d009.s008.t004;litigation;n
d009.s009.t000;dinner;n
;hold;v
d009.s009.t001;washington;n
d009.s009.t002;hotel;n
d009.s009.t003;hour;n
d009.s009.t004;court;n
d009.s009.t005;conference;n
d009.s009.t006;case;n
d009.s010.t000;attendance;n
d009.s010.t001;senate;n
;top;a
;republican;n
;avowed;a
d009.s010.t002;opponent;n
;healthcare;n
;law;n
;featured;a
d009.s011.t000;guest;n
d009.s011.t001;dinner;n
;nothing;n
;new;a
d009.s012.t000;justice;n
;attend;v
;society;n
d009.s012.t001;event;n
d009.s012.t002;year;n
d009.s013.t000;nothing;n
;run;v
d009.s013.t001;ethic;n
d009.s013.t002;rule;n
d009.s014.t000;fact;n
d009.s014.t001;justice;n
;exempt;a
d009.s014.t002;code_of_conduct;n
;govern;v
d009.s014.t003;action;n
;federal;a
d009.s014.t004;justice;n
;arguably;r
;fall;v
d009.s015.t000;code;n
d009.s015.t001;canon;n
;state;v
d009.s015.t002;judge;n
;attend;v
d009.s015.t003;event;n
d009.s015.t004;organization;n
d009.s015.t005;judge;n
d009.s015.t006;speaker;n
d009.s015.t007;guest_of_honor;n
;feature;v
d009.s015.t008;program;n
d009.s015.t009;event;n
;nevertheless;r
;sheer;a
d009.s016.t000;proximity;n
d009.s016.t001;law_firm;n
d009.s016.t002;case;n
;well;r
d009.s016.t003;company;n
;massive;a
;financial;a
d009.s016.t004;interest;n
;enough;a
;alarm;n
d009.s016.t005;activist;n
;stunning;a
d009.s017.t000;breach;n
d009.s017.t001;ethic;n
d009.s017.t002;indifference;n
d009.s017.t003;code;n
;belie;v
d009.s017.t004;claim;n
;several;a
d009.s017.t005;justice;n
d009.s017.t006;court;n
d009.s017.t007;rule;n
;apply;v
;federal;a
;judge;n
;say;v
;bob;n
;edgar;n
d009.s017.t008;president;n
;common;n
;cause;n
d009.s018.t000;justice;n
;dine;v
;black-tie;a
d009.s018.t001;fundraiser;n
d009.s018.t002;attorney;n
d009.s018.t003;case;n
d009.s018.t004;court;n
d009.s019.t000;appearance;n
d009.s019.t001;assistance;n
d009.s019.t002;event;n
;undercut;v
d009.s019.t003;claim;n
d009.s019.t004;impartiality;n
;unacceptable;a
;show;v
;little;a
d009.s020.t000;regard;n
d009.s020.t001;critic;n
;say;v
;readily;r
;mix;v
d009.s020.t002;business;n
d009.s020.t003;court;n
d009.s020.t004;group;n
;society;n
d009.s021.t000;wife;n
;conservative;a
d009.s021.t001;activist;n
;moreover;r
d009.s022.t000;conservative;n
;argue;v
d009.s022.t001;justice;n
;ethical;a
d009.s022.t002;issue;n
;serve;v
d009.s023.t000;solicitor_general;n
d009.s023.t001;administration;n
;first;a
;legal;a
d009.s023.t002;challenge;n
d009.s023.t003;law;n
;bring;v
d009.s023.t004;trial_court;n
d009.s023.t005;level;n
d009.s024.t000;critic;n
;push;v
;hear;v
d009.s024.t001;case;n
;say;v
;invest;v
;defend;v
d009.s024.t002;law;n
;impartial;a
;give;v
d009.s025.t000;indication;n
