d001.s000.t000;medical;a
d001.s000.t001;scientist;n
d001.s000.t002;start;v
;uncover;v
d001.s000.t003;handful;n
d001.s000.t004;gene;n
d001.s000.t005;damage;v
d001.s000.t006;unleash;v
d001.s000.t007;chaotic;a
d001.s000.t008;growth;n
d001.s000.t009;cell;n
d001.s000.t010;characterize;v
d001.s000.t011;cancer;n
d001.s001.t000;scientist;n
d001.s001.t001;say;v
d001.s001.t002;discovery;n
d001.s001.t003;gene;n
d001.s001.t004;recent;a
d001.s001.t005;month;n
d001.s001.t006;paint_a_picture;v
d001.s001.t007;new;a
d001.s001.t008;startling;a
;picture;n
d001.s001.t009;cancer;n
d001.s001.t010;develop;v
d001.s002.t000;emerge;v
d001.s002.t001;understanding;n
d001.s002.t002;gene;n
d001.s002.t003;expect;v
d001.s002.t004;produce;v
d001.s002.t005;array;n
d001.s002.t006;new;a
d001.s002.t007;strategy;n
d001.s002.t008;future;a
d001.s002.t009;cancer;n
d001.s002.t010;treatment;n
d001.s002.t011;prevention;n
d001.s003.t000;future;n
d001.s004.t000;already;r
d001.s004.t001;scientist;n
d001.s004.t002;develop;v
d001.s004.t003;test;n
d001.s004.t004;base;v
d001.s004.t005;newly;r
d001.s004.t006;identify;v
d001.s004.t007;gene;n
d001.s004.t008;first;a
d001.s004.t009;time;n
d001.s004.t010;predict;v
d001.s004.t011;otherwise;r
d001.s004.t012;healthy;a
d001.s004.t013;individual;n
d001.s004.t014;likely;a
d001.s004.t015;get;v
d001.s004.t016;cancer;n
d001.s005.t000;set;n
d001.s005.t001;discovery;n
d001.s005.t002;say;v
;john;n
;university;n
d001.s005.t003;researcher;n
d001.s005.t004;just;r
d001.s005.t005;find;v
d001.s005.t006;gene;n
d001.s005.t007;pivotal;a
d001.s005.t008;trigger;v
d001.s005.t009;colon;n
d001.s005.t010;cancer;n
d001.s006.t000;only;r
d001.s006.t001;decade;n
d001.s006.t002;ago;r
d001.s006.t003;cancer;n
;black;a
;box;n
d001.s006.t004;know;v
d001.s006.t005;nothing;n
d001.s006.t006;molecular;a
d001.s006.t007;level;n
d001.s007.t000;today;n
d001.s007.t001;know;v
d001.s007.t002;accumulation;n
;several;a
d001.s007.t003;alter;v
d001.s007.t004;gene;n
d001.s007.t005;initiate;v
d001.s007.t006;cancer;n
d001.s007.t007;then;r
d001.s007.t008;propel;v
d001.s007.t009;deadly;a
d001.s007.t010;state;n
d001.s008.t000;scientist;n
d001.s008.t001;call;v
d001.s008.t002;new;a
d001.s008.t003;class;n
d001.s008.t004;gene;n
d001.s008.t005;simply;r
d001.s008.t006;anticancer;a
d001.s008.t007;gene;n
d001.s009.t000;function;v
d001.s009.t001;normally;r
d001.s009.t002;make;v
d001.s009.t003;protein;n
d001.s009.t004;hold;v
d001.s009.t005;cell;n
d001.s009.t006;growth;n
;check;n
d001.s010.t000;gene;n
d001.s010.t001;damage;v
d001.s010.t002;perhaps;r
d001.s010.t003;radiation;n
d001.s010.t004;chemical;n
d001.s010.t005;chance;a
d001.s010.t006;accident;n
d001.s010.t007;cell;n
d001.s010.t008;division;n
d001.s010.t009;protein;n
d001.s010.t010;longer;r
d001.s010.t011;work;v
d001.s010.t012;cell;n
d001.s010.t013;normally;r
;control;n
d001.s010.t014;turn;v
d001.s010.t015;malignant;a
d001.s011.t000;newly;r
d001.s011.t001;identify;v
d001.s011.t002;gene;n
d001.s011.t003;differ;v
d001.s011.t004;family;n
d001.s011.t005;gene;n
d001.s011.t006;discover;v
d001.s011.t007;early;a
d001.s011.t008;call;v
d001.s011.t009;oncogene;n
d001.s012.t000;oncogene;n
d001.s012.t001;present;a
d001.s012.t002;cell;n
d001.s012.t003;become;v
d001.s012.t004;malignant;a
d001.s012.t005;researcher;n
d001.s012.t006;find;v
d001.s012.t007;normal;a
;well;r
d001.s012.t008;cancerous;a
d001.s012.t009;cell;n
d001.s012.t010;suggest;v
d001.s012.t011;oncogene;n
d001.s012.t012;cause;v
d001.s012.t013;cancer;n
d001.s013.t000;recent;a
d001.s013.t001;month;n
d001.s013.t002;researcher;n
d001.s013.t003;come;v
d001.s013.t004;believe;v
d001.s013.t005;type;n
d001.s013.t006;cancer;n
d001.s013.t007;gene;n
d001.s013.t008;work;v
d001.s013.t009;in_concert;r
d001.s013.t010;oncogene;n
d001.s013.t011;turn;v
d001.s013.t012;proliferate;v
d001.s013.t013;cell;n
d001.s013.t014;malignant;a
d001.s013.t015;only;r
d001.s013.t016;gene;n
d001.s013.t017;damage;v
d001.s014.t000;gene;n
d001.s014.t001;gene;n
d001.s014.t002;inherit;v
d001.s014.t003;copy;n
d001.s014.t004;parent;n
d001.s015.t000;copy;n
d001.s015.t001;make;v
d001.s015.t002;protein;n
d001.s015.t003;need;v
d001.s015.t004;control;v
d001.s015.t005;cell;n
d001.s015.t006;growth;n
d001.s015.t007;cancer;n
d001.s015.t008;arise;v
d001.s015.t009;copy;n
d001.s015.t010;impaired;a
d001.s016.t000;person;n
d001.s016.t001;bear;v
d001.s016.t002;defective;a
d001.s016.t003;copy;n
d001.s016.t004;suppressor_gene;n
d001.s016.t005;copy;n
d001.s016.t006;damage;v
d001.s016.t007;early;r
d001.s016.t008;life;n
d001.s016.t009;especially;r
;prone;a
d001.s016.t010;cancer;n
d001.s016.t011;need;v
d001.s016.t012;only;r
d001.s016.t013;lose;v
d001.s016.t014;other;a
d001.s016.t015;copy;n
d001.s016.t016;cancer;n
d001.s016.t017;develop;v
d001.s017.t000;emerging;a
d001.s017.t001;genetic;a
d001.s017.t002;test;n
d001.s017.t003;able;a
d001.s017.t004;spot;v
d001.s017.t005;such;a
d001.s017.t006;individual;n
d001.s017.t007;usher_in;v
d001.s017.t008;scientist;n
d001.s017.t009;believe;v
d001.s017.t010;new;a
d001.s017.t011;age;n
d001.s017.t012;predictive;a
d001.s017.t013;cancer;n
d001.s017.t014;diagnosis;n
;bill;n
d001.s018.t000;first;a
d001.s018.t001;beneficiary;n
d001.s018.t002;new;a
d001.s018.t003;finding;n
d001.s019.t000;couple;n
d001.s019.t001;know;v
d001.s019.t002;even;r
d001.s019.t003;before;r
d001.s019.t004;become;v
d001.s019.t005;pregnant;a
d001.s019.t006;child;n
d001.s019.t007;chance;n
d001.s019.t008;risk;n
d001.s019.t009;retinoblastoma;n
d001.s019.t010;eye;n
d001.s019.t011;cancer;n
d001.s019.t012;occur;v
d001.s019.t013;about;r
d001.s019.t014;once;r
d001.s019.t015;birth;n
;mr.;n
;year;n
;old;a
d001.s020.t000;know;v
d001.s020.t001;carry;v
d001.s020.t002;damaged;a
d001.s020.t003;gene;n
d001.s020.t004;lose;v
d001.s020.t005;eye;n
d001.s020.t006;rare;a
d001.s020.t007;tumor;n
d001.s020.t008;only;r
;month;n
;old;a
d001.s020.t009;mother;n
d001.s020.t010;suffer;v
d001.s020.t011;same;a
d001.s020.t012;fate;n
d001.s020.t013;baby;n
d001.s021.t000;isolation;n
d001.s021.t001;retinoblastoma;n
d001.s021.t002;gene;n
d001.s021.t003;become;v
d001.s021.t004;possible;a
d001.s021.t005;last;a
d001.s021.t006;january;n
d001.s021.t007;find_out;v
d001.s021.t008;threat;n
d001.s021.t009;baby;n
d001.s021.t010;face;v
d001.s022.t000;test;n
d001.s022.t001;use;v
d001.s022.t002;new;a
d001.s022.t003;genetic;a
;probe;n
d001.s022.t004;show;v
d001.s022.t005;little;a
d001.s022.t006;inherit;v
d001.s022.t007;damaged;a
d001.s022.t008;retinoblastoma;n
d001.s022.t009;suppressor_gene;n
d001.s022.t010;therefore;r
d001.s022.t011;face;v
d001.s022.t012;more;a
d001.s022.t013;risk;n
d001.s022.t014;other;a
d001.s022.t015;child;n
d001.s022.t016;develop;v
d001.s022.t017;rare;a
d001.s022.t018;cancer;n
d001.s023.t000;make;v
d001.s023.t001;new_year;n
d001.s023.t002;say;v
;mr.;n
d001.s024.t000;test;n
d001.s024.t001;first;a
d001.s024.t002;predict;v
d001.s024.t003;reliably;r
d001.s024.t004;individual;n
d001.s024.t005;expect;v
d001.s024.t006;develop;v
d001.s024.t007;cancer;n
d001.s025.t000;equally;r
d001.s025.t001;important;a
d001.s025.t002;initial;a
d001.s025.t003;discovery;n
d001.s025.t004;gene;n
d001.s025.t005;control;v
d001.s025.t006;retinal;a
d001.s025.t007;cell;n
d001.s025.t008;growth;n
d001.s025.t009;make;v
;boston;n
d001.s025.t010;doctor;n
d001.s025.t011;name;v
d001.s025.t012;open;v
d001.s025.t013;field;n
d001.s025.t014;cancer;n
d001.s025.t015;study;n
d001.s025.t016;recent;a
d001.s025.t017;month;n
d001.s025.t018;explode;v
d001.s026.t000;turn_out;v
d001.s026.t001;study;v
d001.s026.t002;tragic;a
d001.s026.t003;uncommon;a
d001.s026.t004;tumor;n
d001.s026.t005;make;v
d001.s026.t006;possible;a
d001.s026.t007;fundamental;a
d001.s026.t008;insight;n
d001.s026.t009;basic;a
;workings;n
d001.s026.t010;cancer;n
d001.s026.t011;say;v
;samuel;n
d001.s026.t012;director;n
;national;n
;cancer;n
;institute;n
d001.s027.t000;obvious;a
d001.s027.t001;public;n
d001.s027.t002;concerned;a
d001.s027.t003;advance;n
d001.s027.t004;treatment;n
;convince;v
d001.s027.t005;basic;a
d001.s027.t006;research;n
d001.s027.t007;begin;v
d001.s027.t008;show;v
d001.s027.t009;result;n
d001.s027.t010;there;r
d001.s027.t011;soon;r
d001.s028.t000;to_date;r
d001.s028.t001;scientist;n
;finger;v
;dr.;n
d001.s029.t000;make;v
d001.s029.t001;retinoblastoma;n
d001.s029.t002;discovery;n
d001.s030.t000;then;r
d001.s030.t001;last;a
d001.s030.t002;spring;n
d001.s030.t003;researcher;n
d001.s030.t004;report;v
d001.s030.t005;find;v
d001.s030.t006;gene;n
d001.s030.t007;call;v
d001.s030.t008;impair;v
d001.s030.t009;turn;v
d001.s030.t010;healthy;a
d001.s030.t011;colon;n
d001.s030.t012;cell;n
d001.s030.t013;cancerous;a
d001.s031.t000;soon;r
d001.s031.t001;report;n
d001.s031.t002;other;a
d001.s031.t003;research;n
d001.s031.t004;team;n
;uncover;v
d001.s031.t005;evidence;n
d001.s031.t006;same;a
d001.s031.t007;damaged;a
d001.s031.t008;gene;n
d001.s031.t009;present;a
d001.s031.t010;tissue;n
d001.s031.t011;lung;n
d001.s031.t012;breast;n
d001.s031.t013;cancer;n
d001.s032.t000;colon;n
d001.s032.t001;lung;n
d001.s032.t002;breast;n
d001.s032.t003;cancer;n
d001.s032.t004;most;r
d001.s032.t005;common;a
d001.s032.t006;lethal;a
d001.s032.t007;form;n
d001.s032.t008;disease;n
d001.s032.t009;collectively;r
d001.s032.t010;kill;v
d001.s032.t011;almost;r
d001.s032.t012;american;n
d001.s032.t013;year;n
d001.s033.t000;right;r
d001.s033.t001;now;r
d001.s033.t002;about;r
d001.s033.t003;dozen;n
d001.s033.t004;laboratory;n
d001.s033.t005;u.s.;n
d001.s033.t006;canada;n
d001.s033.t007;britain;n
d001.s033.t008;race;v
;unmask;v
d001.s033.t009;other;a
;suspected;a
d001.s033.t010;gene;n
d001.s034.t000;about;r
;candidate;n
d001.s035.t000;researcher;n
d001.s035.t001;say;v
;inactivation;n
d001.s035.t002;gene;n
d001.s035.t003;alone;r
d001.s035.t004;combination;n
d001.s035.t005;appear;v
d001.s035.t006;crucial;a
d001.s035.t007;development;n
d001.s035.t008;such;a
d001.s035.t009;scourge;n
d001.s035.t010;cancer;n
d001.s035.t011;brain;n
d001.s035.t012;skin;n
d001.s035.t013;kidney;n
d001.s035.t014;prostate;n
d001.s035.t015;cervix;n
d001.s036.t000;evidence;n
d001.s036.t001;people;n
d001.s036.t002;inherit;v
d001.s036.t003;defective;a
d001.s036.t004;version;n
d001.s036.t005;gene;n
d001.s036.t006;especially;r
;prone;a
d001.s036.t007;cancer;n
d001.s036.t008;perhaps;r
d001.s036.t009;explain;v
d001.s036.t010;finally;r
d001.s036.t011;cancer;n
d001.s036.t012;seem;v
d001.s036.t013;haunt;v
d001.s036.t014;certain;a
d001.s036.t015;family;n
d001.s037.t000;story;n
d001.s037.t001;gene;n
d001.s037.t002;go_back;v
d001.s037.t003;1970s;n
d001.s037.t004;pediatrician;n
d001.s037.t005;name;v
;alfred;n
d001.s037.t006;propose;v
d001.s037.t007;retinoblastoma;n
d001.s037.t008;stem;v
d001.s037.t009;separate;a
d001.s037.t010;genetic;a
d001.s037.t011;defect;n
d001.s038.t000;theorize;v
d001.s038.t001;eye;n
d001.s038.t002;cancer;n
d001.s038.t003;infant;n
d001.s038.t004;inherit;v
d001.s038.t005;damaged;a
d001.s038.t006;copy;n
d001.s038.t007;gene;n
d001.s038.t008;parent;n
d001.s038.t009;normal;a
d001.s038.t010;copy;n
d001.s039.t000;tumor;n
d001.s039.t001;suggest;v
d001.s039.t002;develop;v
d001.s039.t003;second;a
d001.s039.t004;normal;a
d001.s039.t005;copy;n
d001.s039.t006;also;r
d001.s039.t007;damage;v
d001.s040.t000;way;n
d001.s040.t001;prove;v
;dr.;n
d001.s040.t002;theory;n
d001.s041.t000;back;r
d001.s041.t001;then;r
d001.s041.t002;scientist;n
d001.s041.t003;way;n
d001.s041.t004;ferret_out;v
d001.s041.t005;specific;a
d001.s041.t006;gene;n
d001.s041.t007;microscope;n
d001.s041.t008;see;v
d001.s041.t009;pair;n
d001.s041.t010;chromosome;n
d001.s041.t011;cell;n
d001.s041.t012;contain;v
d001.s041.t013;gene;n
d001.s042.t000;occasionally;r
d001.s042.t001;gross;a
d001.s042.t002;chromosome;n
d001.s042.t003;damage;n
d001.s042.t004;visible;a
;dr.;n
d001.s043.t000;find;v
d001.s043.t001;child;n
d001.s043.t002;eye;n
d001.s043.t003;cancer;n
d001.s043.t004;inherit;v
d001.s043.t005;damaged;a
d001.s043.t006;copy;n
d001.s043.t007;chromosome;n
d001.s043.t008;no.;n
d001.s043.t009;parent;n
d001.s043.t010;disease;n
d001.s044.t000;microscope;n
d001.s044.t001;actually;r
d001.s044.t002;see;v
d001.s044.t003;bit;n
d001.s044.t004;chromosome;n
d001.s044.t005;miss;v
d001.s045.t000;assume;v
d001.s045.t001;miss;v
d001.s045.t002;piece;n
d001.s045.t003;contain;v
d001.s045.t004;gene;n
d001.s045.t005;gene;n
d001.s045.t006;loss;n
d001.s045.t007;critical;a
d001.s045.t008;role;n
d001.s045.t009;set_off;v
d001.s045.t010;cancer;n
d001.s046.t000;know;v
d001.s046.t001;gene;n
d001.s046.t002;gene;n
;disappear;v
d001.s047.t000;then;r
d001.s047.t001;scientific;a
d001.s047.t002;team;n
d001.s047.t003;lead;v
d001.s047.t004;molecular;a
d001.s047.t005;geneticist;n
;webster;n
d001.s047.t006;then;r
;university;n
;utah;n
d001.s047.t007;find;v
d001.s047.t008;answer;n
d001.s048.t000;team;n
d001.s048.t001;use;v
d001.s048.t002;battery;n
d001.s048.t003;newly;r
d001.s048.t004;develop;v
d001.s048.t005;gene;n
;probe;n
d001.s048.t006;snippet;n
d001.s048.t007;genetic;a
d001.s048.t008;material;n
d001.s048.t009;track;v
d001.s048.t010;gene;n
d001.s048.t011;presence;n
d001.s048.t012;cell;n
d001.s049.t000;analyze;v
d001.s049.t001;cell;n
d001.s049.t002;extract;v
d001.s049.t003;eye;n
d001.s049.t004;tumor;n
d001.s049.t005;find;v
d001.s049.t006;defect;n
d001.s049.t007;second;a
d001.s049.t008;copy;n
d001.s049.t009;chromosome;n
d001.s049.t010;exact;a
d001.s049.t011;area;n
d001.s049.t012;first;a
d001.s049.t013;copy;n
d001.s049.t014;chromosome;n
d001.s050.t000;finding;n
;rivet;v
d001.s050.t001;medicine;n
d001.s051.t000;first;a
d001.s051.t001;time;n
d001.s051.t002;show;v
d001.s051.t003;loss;n
d001.s051.t004;copy;n
d001.s051.t005;same;a
d001.s051.t006;gene;n
d001.s051.t007;lead;v
d001.s051.t008;eruption;n
d001.s051.t009;cancer;n
d001.s052.t000;extraordinarily;r
d001.s052.t001;satisfying;a
d001.s052.t002;say;v
;dr.;n
d001.s052.t003;now;r
;fox;n
;chase;n
;cancer;n
;research;n
;center;n
;convince;v
d001.s053.t000;true;a
d001.s053.t001;retinoblastoma;n
d001.s053.t002;true;a
d001.s053.t003;cancer;n
d001.s054.t000;audacious;a
d001.s054.t001;claim;n
;baltimore;n
;dr.;n
d001.s055.t000;young;a
d001.s055.t001;molecular;a
d001.s055.t002;biologist;n
;john;n
;medical;n
;school;n
d001.s055.t003;believe;v
;dr.;n
d001.s055.t004;right;a
d001.s055.t005;set_out;v
d001.s055.t006;repeat;v
d001.s055.t007;experiment;n
d001.s055.t008;cell;n
d001.s055.t009;other;a
d001.s055.t010;cancer;n
d001.s056.t000;research;n
d001.s056.t001;team;n
d001.s056.t002;report;v
d001.s056.t003;dual;a
d001.s056.t004;chromosome;n
d001.s056.t005;loss;n
d001.s056.t006;rare;a
d001.s056.t007;childhood;n
d001.s056.t008;cancer;n
d001.s056.t009;kidney;n
d001.s056.t010;call;v
d001.s056.t011;tumor;n
;dr.;n
d001.s057.t000;next;r
d001.s057.t001;turn_to;v
d001.s057.t002;attention;n
d001.s057.t003;colon;n
d001.s057.t004;cancer;n
d001.s057.t005;second;a
d001.s057.t006;big;a
d001.s057.t007;cancer;n
d001.s057.t008;killer;n
d001.s057.t009;u.s.;n
d001.s057.t010;lung;n
d001.s057.t011;cancer;n
d001.s058.t000;believe;v
d001.s058.t001;colon;n
d001.s058.t002;cancer;n
d001.s058.t003;also;r
d001.s058.t004;arise;v
d001.s058.t005;multiple;a
;hit;n
d001.s058.t006;cancer;n
d001.s058.t007;suppressor_gene;n
d001.s058.t008;often;r
d001.s058.t009;seem;v
d001.s058.t010;develop;v
d001.s058.t011;stage;n
d001.s059.t000;often;r
d001.s059.t001;precede;v
d001.s059.t002;development;n
d001.s059.t003;polyp;n
d001.s059.t004;bowel;n
d001.s059.t005;case;n
d001.s059.t006;become;v
d001.s059.t007;increasingly;r
d001.s059.t008;malignant;a
d001.s059.t009;identifiable;a
d001.s059.t010;stage;n
d001.s059.t011;progress;v
d001.s059.t012;less;r
d001.s059.t013;severe;a
d001.s059.t014;deadly;a
;cascade;n
d001.s059.t015;genetic;a
d001.s059.t016;damage;n
d001.s059.t017;occur;v
;dr.;n
d001.s060.t000;doctoral;a
d001.s060.t001;student;n
d001.s060.t002;begin;v
d001.s060.t003;month;n
d001.s060.t004;tedious;a
d001.s060.t005;often;r
d001.s060.t006;frustrating;a
d001.s060.t007;probe;v
d001.s060.t008;chromosome;n
d001.s060.t009;search;v
d001.s060.t010;sign;n
d001.s060.t011;genetic;a
d001.s060.t012;damage;n
d001.s061.t000;begin;v
;uncover;v
d001.s061.t001;confusing;a
d001.s061.t002;variety;n
d001.s061.t003;genetic;a
;deletion;n
d001.s061.t004;exist;v
d001.s061.t005;only;r
;benign;a
d001.s061.t006;polyp;n
d001.s061.t007;malignant;a
d001.s061.t008;cell;n
d001.s061.t009;many;a
d001.s061.t010;polyp;n
d001.s061.t011;malignant;a
d001.s061.t012;cell;n
d001.s062.t000;gradually;r
d001.s062.t001;coherent;a
d001.s062.t002;picture;n
d001.s062.t003;cancer;n
d001.s062.t004;development;n
d001.s062.t005;emerge;v
d001.s063.t000;copy;n
d001.s063.t001;certain;a
d001.s063.t002;gene;n
d001.s063.t003;knock_out;v
;benign;a
d001.s063.t004;polyp;n
d001.s063.t005;develop;v
d001.s064.t000;copy;n
d001.s064.t001;second;a
d001.s064.t002;gene;n
d001.s064.t003;then;r
d001.s064.t004;delete;v
d001.s064.t005;polyp;n
d001.s064.t006;progress;v
d001.s064.t007;malignancy;n
d001.s065.t000;clear;a
d001.s065.t001;more;a
d001.s065.t002;gene;n
d001.s065.t003;damage;v
d001.s065.t004;colon;n
d001.s065.t005;cancer;n
d001.s065.t006;develop;v
d001.s066.t000;report;n
d001.s066.t001;galvanize;v
d001.s066.t002;other;a
d001.s066.t003;molecular;a
d001.s066.t004;biologist;n
d001.s067.t000;confirm;v
d001.s067.t001;evidence;n
d001.s067.t002;need;v
d001.s067.t003;gene;n
d001.s067.t004;loss;n
d001.s067.t005;critical;a
d001.s067.t006;development;n
d001.s067.t007;common;a
d001.s067.t008;tumor;n
d001.s067.t009;say;v
;ray;n
;white;n
;howard;n
;medical;n
;institute;n
;salt;n
;lake;n
;city;n
;dr.;n
d001.s068.t000;yet;r
d001.s068.t001;nail;v
d001.s068.t002;identity;n
d001.s068.t003;gene;n
d001.s068.t004;damage;v
d001.s068.t005;flip;v
d001.s068.t006;colon;n
d001.s068.t007;cell;n
d001.s068.t008;full-blown;a
d001.s068.t009;malignancy;n
d001.s069.t000;focus_on;v
d001.s069.t001;chromosome;n
d001.s070.t000;month;n
;john;n
d001.s070.t001;researcher;n
d001.s070.t002;use;v
d001.s070.t003;gene;n
;probe;n
d001.s070.t004;experimentally;r
;crawl;v
d001.s070.t005;down;r
d001.s070.t006;length;n
d001.s070.t007;chromosome;n
d001.s070.t008;look;v
d001.s070.t009;common;a
d001.s070.t010;bit;n
d001.s070.t011;genetic;a
d001.s070.t012;material;n
d001.s070.t013;lose;v
d001.s070.t014;tumor;n
d001.s070.t015;cell;n
d001.s071.t000;piece;n
d001.s071.t001;dna;n
d001.s071.t002;probably;r
d001.s071.t003;constitute;v
d001.s071.t004;gene;n
d001.s072.t000;find;v
d001.s072.t001;last;a
d001.s072.t002;winter;n
;dr.;n
d001.s072.t003;dubious;a
d001.s072.t004;search;n
d001.s072.t005;over;a
d001.s073.t000;doubt;n
d001.s073.t001;stem;v
d001.s073.t002;fact;n
d001.s073.t003;several;a
d001.s073.t004;year;n
d001.s073.t005;earlier;r
;princeton;n
;university;n
d001.s073.t006;researcher;n
;arnold;n
d001.s073.t007;find;v
d001.s073.t008;experiment;n
d001.s073.t009;mouse;n
d001.s073.t010;gene;n
d001.s073.t011;call;v
d001.s073.t012;transform;v
d001.s073.t013;normal;a
d001.s073.t014;cell;n
d001.s073.t015;cancerous;a
d001.s073.t016;one;n
;deletion;n
;dr.;n
d001.s074.t000;find;v
d001.s074.t001;exactly;r
d001.s074.t002;same;a
d001.s074.t003;spot;n
;mr.;n
d001.s075.t000;say;v
d001.s075.t001;gene;n
d001.s075.t002;cause;v
d001.s075.t003;cancer;n
d001.s075.t004;promote;v
d001.s075.t005;growth;n
;john;n
d001.s075.t006;scientist;n
d001.s075.t007;look;v
d001.s075.t008;gene;n
d001.s075.t009;suppress;v
d001.s075.t010;growth;n
;john;n
d001.s076.t000;scientist;n
d001.s076.t001;compare;v
d001.s076.t002;gene;n
d001.s076.t003;find;v
d001.s076.t004;human;a
d001.s076.t005;cancer;n
d001.s076.t006;cell;n
;mr.;n
d001.s076.t007;gene;n
d001.s076.t008;find;v
d001.s076.t009;identical;a
d001.s076.t010;turn_out;v
;mr.;n
d001.s076.t011;cancer;n
d001.s076.t012;study;n
d001.s076.t013;unknowingly;r
d001.s076.t014;observe;v
d001.s076.t015;damaged;a
d001.s076.t016;form;n
d001.s076.t017;gene;n
d001.s077.t000;discovery;n
d001.s077.t001;suddenly;r
d001.s077.t002;put;v
d001.s077.t003;obscure;a
d001.s077.t004;gene;n
d001.s077.t005;right;a
;cockpit;n
d001.s077.t006;cancer;n
d001.s077.t007;formation;n
d001.s077.t008;say;v
;robert;n
;weinberg;n
d001.s077.t009;leader;n
d001.s077.t010;research;n
;whitehead;n
;institute;n
;cambridge;n
;mass;n
d001.s078.t000;evidence;n
d001.s078.t001;now;r
d001.s078.t002;emerge;v
d001.s078.t003;suppressor_gene;n
d001.s078.t004;involve;v
d001.s078.t005;other;a
d001.s078.t006;cancer;n
d001.s078.t007;too;r
d001.s079.t000;researcher;n
;edinburgh;n
;scotland;n
d001.s079.t001;find;v
d001.s079.t002;breast;n
d001.s079.t003;tumor;n
d001.s079.t004;copy;n
d001.s079.t005;chromosome;n
d001.s079.t006;mutate;v
d001.s079.t007;spot;n
d001.s079.t008;gene;n
;lie;v
d001.s080.t000;scientist;n
d001.s080.t001;say;v
d001.s080.t002;breast;n
d001.s080.t003;cancer;n
d001.s080.t004;often;r
d001.s080.t005;strike;v
d001.s080.t006;multiple;a
d001.s080.t007;member;n
d001.s080.t008;certain;a
d001.s080.t009;family;n
d001.s080.t010;gene;n
d001.s080.t011;inherit;v
d001.s080.t012;damaged;a
d001.s080.t013;form;n
;predispose;v
d001.s080.t014;woman;n
d001.s080.t015;cancer;n
d001.s081.t000;gene;n
d001.s081.t001;just;r
d001.s081.t002;implicate;v
d001.s081.t003;lung;n
d001.s081.t004;cancer;n
d001.s082.t000;report;n
d001.s082.t001;last;a
d001.s082.t002;week;n
;john;n
d001.s082.t003;colleague;n
;national;n
;cancer;n
;institute;n
d001.s082.t004;say;v
d001.s082.t005;about;r
d001.s082.t006;cell;n
d001.s082.t007;take;v
d001.s082.t008;lung;n
d001.s082.t009;cancer;n
d001.s082.t010;tissue;n
d001.s082.t011;test;v
d001.s082.t012;miss;v
d001.s082.t013;gene;n
;also;r
d001.s083.t000;report;n
;several;a
d001.s083.t001;lab;n
d001.s083.t002;as;r
d001.s083.t003;yet;r
d001.s083.t004;unpublished;a
d001.s083.t005;miss;v
d001.s083.t006;gene;n
d001.s083.t007;tissue;n
d001.s083.t008;take;v
d001.s083.t009;kidney;n
d001.s083.t010;brain;n
d001.s083.t011;skin;n
d001.s083.t012;cancer;n
d001.s084.t000;at_the_same_time;r
;john;n
d001.s084.t001;team;n
d001.s084.t002;rush;v
;pinpoint;v
d001.s084.t003;other;a
d001.s084.t004;gene;n
;dr.;n
d001.s085.t000;hope;v
d001.s085.t001;soon;r
;isolate;v
d001.s085.t002;chromosome;n
d001.s085.t003;also;r
d001.s085.t004;involve;v
d001.s085.t005;colon;n
d001.s085.t006;cancer;n
;ray;n
;white;n
;utah;n
;walter;n
d001.s086.t000;researcher;n
;great;n
;britain;n
d001.s086.t001;close;a
d001.s086.t002;find;v
d001.s086.t003;gene;n
d001.s086.t004;involve;v
d001.s086.t005;type;n
d001.s086.t006;colon;n
d001.s086.t007;cancer;n
d001.s086.t008;think;v
d001.s086.t009;chromosome;n
;dr.;n
d001.s087.t000;believe;v
d001.s087.t001;people;n
d001.s087.t002;inherit;v
d001.s087.t003;defective;a
d001.s087.t004;gene;n
d001.s087.t005;somewhere;r
d001.s087.t006;copy;n
d001.s087.t007;chromosome;n
d001.s087.t008;especially;r
;prone;a
d001.s087.t009;lung;n
d001.s087.t010;cancer;n
d001.s088.t000;recently;r
d001.s088.t001;report;v
d001.s088.t002;retinoblastoma;n
d001.s088.t003;suppressor_gene;n
d001.s088.t004;also;r
d001.s088.t005;involve;v
d001.s088.t006;lung;n
d001.s088.t007;cancer;n
;well;r
;several;a
d001.s088.t008;other;a
d001.s088.t009;more;r
d001.s088.t010;common;a
d001.s088.t011;cancer;n
d001.s089.t000;discovery;n
d001.s089.t001;lead;v
d001.s089.t002;scientist;n
d001.s089.t003;only;r
d001.s089.t004;speculate;v
d001.s090.t000;already;r
d001.s090.t001;major;a
d001.s090.t002;pharmaceutical;a
d001.s090.t003;company;n
d001.s090.t004;unit;n
d001.s090.t005;collaborate;v
d001.s090.t006;gene;n
