d002.s000.t000;teach;v
d002.s000.t001;child;n
d002.s000.t002;read;v
d002.s000.t003;write;v
d002.s000.t004;reckon;v
d002.s001.t000;know;v
d002.s002.t000;want;v
d002.s003.t000;reason;n
d002.s003.t001;want;v
d002.s003.t002;effective;a
d002.s003.t003;education;n
d002.s003.t004;require;v
d002.s003.t005;relinquish;v
d002.s003.t006;cherished;a
d002.s003.t007;metaphysical;a
d002.s003.t008;belief;n
d002.s003.t009;human;a
d002.s003.t010;nature;n
;general;a
d002.s003.t011;human;a
d002.s003.t012;nature;n
d002.s003.t013;young;a
d002.s003.t014;people;n
d002.s003.t015;in_particular;r
;well;r
d002.s003.t016;violate;v
d002.s003.t017;cherished;a
;vested;a
d002.s003.t018;interest;n
d002.s004.t000;belief;n
d002.s004.t001;so;r
d002.s004.t002;dominate;v
d002.s004.t003;educational;a
d002.s004.t004;establishment;n
d002.s004.t005;politician;n
d002.s004.t006;even;r
d002.s004.t007;parent;n
d002.s004.t008;seem;v
d002.s004.t009;almost;r
d002.s004.t010;blasphemous;a
d002.s004.t011;challenge;v
d002.s005.t000;here;r
d002.s005.t001;example;n
d002.s006.t000;ask;v
d002.s006.t001;sample;n
d002.s006.t002;american;a
d002.s006.t003;parent;n
d002.s006.t004;wish;v
d002.s006.t005;elementary_school;n
d002.s006.t006;encourage;v
d002.s006.t007;creativity;n
d002.s006.t008;child;n
d002.s006.t009;answer;n
d002.s006.t010;of_course;r
d002.s007.t000;mean;v
d002.s007.t001;specifically;r
d002.s007.t002;creativity;n
d002.s008.t000;one;n
d002.s008.t001;say;v
d002.s009.t000;in_practice;r
d002.s009.t001;end_up;v
d002.s009.t002;equate;v
d002.s009.t003;self-expression;n
d002.s009.t004;encourage;v
d002.s009.t005;youngster;n
d002.s009.t006;self-esteem;n
d002.s010.t000;result;n
d002.s010.t001;generation;n
d002.s010.t002;young;a
d002.s010.t003;people;n
d002.s010.t004;ignorance;n
d002.s010.t005;intellectual;a
d002.s010.t006;incompetence;n
d002.s010.t007;match;v
d002.s010.t008;only;r
d002.s010.t009;good;a
d002.s010.t010;opinion;n
d002.s011.t000;whole;a
d002.s011.t001;notion;n
d002.s011.t002;creativity;n
d002.s011.t003;education;n
;part;n
;parcel;n
d002.s011.t004;romantic;a
d002.s011.t005;rebellion;n
d002.s011.t006;disciplined;a
d002.s011.t007;instruction;n
d002.s011.t008;regard_as;v
d002.s011.t009;authoritarian;a
d002.s011.t010;repression;n
d002.s011.t011;frustration;n
d002.s011.t012;latent;a
d002.s011.t013;talent;n
d002.s011.t014;wonderful;a
d002.s011.t015;as;r
d002.s011.t016;yet;r
d002.s011.t017;undefined;a
d002.s011.t018;potentiality;n
d002.s011.t019;inherent;a
d002.s011.t020;soul;n
d002.s011.t021;child;n
d002.s012.t000;surprising;a
d002.s012.t001;parent;n
d002.s012.t002;find;v
d002.s012.t003;romantic;a
;extravagance;n
d002.s012.t004;so;r
d002.s012.t005;attractive;a
d002.s013.t000;fortunately;r
d002.s013.t001;same;a
d002.s013.t002;parent;n
d002.s013.t003;want;v
d002.s013.t004;child;n
d002.s013.t005;get;v
d002.s013.t006;decent;a
d002.s013.t007;education;n
d002.s013.t008;as;r
d002.s013.t009;traditionally;r
d002.s013.t010;understand;v
d002.s013.t011;enough;r
d002.s013.t012;common_sense;n
d002.s013.t013;know;v
d002.s013.t014;demand;v
d002.s014.t000;commitment;n
d002.s014.t001;creativity;n
d002.s014.t002;survive;v
d002.s014.t003;adolescent;a
d002.s014.t004;illiteracy;n
d002.s015.t000;american;a
d002.s015.t001;education;n
d002.s015.t002;future;n
d002.s015.t003;determine;v
d002.s015.t004;degree;n
d002.s015.t005;allow;v
d002.s015.t006;common_sense;n
d002.s015.t007;prevail;v
d002.s015.t008;illusion;n
d002.s015.t009;also;r
d002.s015.t010;share;v
d002.s016.t000;education;n
d002.s016.t001;establishment;n
d002.s016.t002;fight;v
d002.s016.t003;common_sense;n
d002.s016.t004;every_inch;r
;way;n
d002.s017.t000;reason;n
d002.s017.t001;complex;a
d002.s017.t002;simple;a
d002.s017.t003;reason;n
;underestimate;v
d002.s018.t000;progressive;a
d002.s018.t001;education;n
d002.s018.t002;once;r
d002.s018.t003;call;v
d002.s018.t004;far;r
d002.s018.t005;more;r
d002.s018.t006;interesting;a
d002.s018.t007;agreeable;a
d002.s018.t008;teacher;n
d002.s018.t009;disciplined;a
d002.s018.t010;instruction;n
d002.s019.t000;nice;a
d002.s019.t001;teacher;n
d002.s019.t002;think;v
;engage;v
d002.s019.t003;personality;n
d002.s019.t004;development;n
d002.s019.t005;even;r
d002.s019.t006;nice;a
d002.s019.t007;minimize;v
d002.s019.t008;irksome;a
d002.s019.t009;test;n
d002.s019.t010;often;r
d002.s019.t011;disappointing;a
d002.s019.t012;result;n
d002.s020.t000;also;r
d002.s020.t001;provide;v
d002.s020.t002;teacher;n
;superior;a
d002.s020.t003;profession;n
d002.s020.t004;pass;v
d002.s020.t005;course;n
d002.s020.t006;educational;a
d002.s020.t007;psychology;n
d002.s020.t008;educational;a
d002.s020.t009;philosophy;n
d002.s021.t000;take;v
d002.s021.t001;such;a
d002.s021.t002;course;n
d002.s021.t003;college;n
d002.s021.t004;think;v
d002.s021.t005;end_up;v
d002.s021.t006;schoolteacher;n
d002.s022.t000;all;r
d002.s022.t001;fairly;r
d002.s022.t002;describe;v
d002.s022.t003;pap;n
d002.s022.t004;course;n
d002.s023.t000;unfair;a
d002.s023.t001;dump;v
d002.s023.t002;teacher;n
d002.s023.t003;distinct;a
d002.s023.t004;educational;a
d002.s023.t005;establishment;n
d002.s024.t000;know;v
d002.s024.t001;many;a
d002.s024.t002;schoolteacher;n
d002.s024.t003;on_the_whole;r
d002.s024.t004;seriously;r
d002.s024.t005;commit;v
d002.s024.t006;conscientious;a
d002.s024.t007;teaching;n
d002.s025.t000;best;a
d002.s025.t001;bright;a
d002.s025.t002;generation;n
d002.s025.t003;very;r
d002.s025.t004;few;a
d002.s025.t005;such;a
d002.s025.t006;people;n
;definition;n
;need;v
d002.s026.t000;job;n
d002.s026.t001;well;r
d002.s027.t000;remember;v
