d000.s000.t000;art;n
d000.s000.t001;change_ringing;n
d000.s000.t002;peculiar;a
d000.s000.t003;english;n
d000.s000.t004;most;a
d000.s000.t005;english;a
d000.s000.t006;peculiarity;n
d000.s000.t007;unintelligible;a
d000.s000.t008;rest;n
d000.s000.t009;world;n
d000.s001.t000;tailor;n
d000.s002.t000;england;n
d000.s003.t000;scene;n
d000.s003.t001;evoke;v
d000.s003.t002;rural;a
d000.s003.t003;england;n
d000.s003.t004;lovely;a
d000.s003.t005;ancient;a
d000.s003.t006;stone;n
d000.s003.t007;church;n
d000.s003.t008;stand;v
d000.s003.t009;field;n
d000.s003.t010;sound;n
d000.s003.t011;bell;n
d000.s003.t012;cascade;v
d000.s003.t013;tower;n
d000.s003.t014;call;v
d000.s003.t015;faithful;n
d000.s003.t016;evensong;n
d000.s004.t000;parishioner;n
;michael;n
;angel;n
d000.s004.t001;stop;v
d000.s004.t002;chat;v
d000.s004.t003;church;n
d000.s004.t004;door;n
d000.s004.t005;member;n
d000.s004.t006;here;r
d000.s004.t007;always;r
d000.s005.t000;tower;n
d000.s005.t001;man;n
d000.s005.t002;woman;n
d000.s005.t003;pull;v
d000.s005.t004;rhythmically;r
d000.s005.t005;rope;n
d000.s005.t006;attach;v
d000.s005.t007;same;a
d000.s005.t008;bell;n
d000.s005.t009;first;r
d000.s005.t010;sound;v
d000.s005.t011;here;r
d000.s006.t000;also;r
d000.s006.t001;discordant;a
d000.s006.t002;modern;a
d000.s006.t003;note;n
;hear;v
d000.s006.t004;churchgoer;n
d000.s006.t005;enjoy;v
d000.s006.t006;peal;n
d000.s006.t007;bell;n
d000.s006.t008;cool;a
d000.s006.t009;autumn;n
d000.s006.t010;evening;n
d000.s007.t000;most;a
d000.s007.t001;other;a
d000.s007.t002;church;n
d000.s007.t003;britain;n
d000.s007.t004;set;n
d000.s007.t005;bell;n
;michael;n
d000.s007.t006;once;r
d000.s007.t007;own;a
d000.s007.t008;band;n
d000.s007.t009;ringer;n
d000.s007.t010;herald;v
d000.s007.t011;sunday;n
d000.s007.t012;morning;n
d000.s007.t013;evening;n
d000.s007.t014;service;n
d000.s008.t000;now;r
d000.s008.t001;only;r
d000.s008.t002;local;a
d000.s008.t003;ringer;n
d000.s008.t004;remain;v
d000.s009.t000;here;r
d000.s009.t001;today;n
d000.s009.t002;live;v
d000.s009.t003;elsewhere;r
d000.s010.t000;belong_to;v
d000.s010.t001;group;n
d000.s010.t002;ringer;n
d000.s010.t003;include;v
d000.s010.t004;octogenarian;n
d000.s010.t005;youngster;n
d000.s010.t006;training;n
d000.s010.t007;drive;v
d000.s010.t008;sunday;n
d000.s010.t009;church;n
d000.s010.t010;church;n
d000.s010.t011;effort;n
d000.s010.t012;keep;v
d000.s010.t013;bell;n
d000.s010.t014;sound;v
d000.s010.t015;many;a
d000.s010.t016;belfry;n
;east;n
;ring;v
d000.s011.t000;even;r
d000.s011.t001;service;n
d000.s011.t002;tower;n
d000.s011.t003;scrape;v
d000.s011.t004;say;v
;mr.;n
d000.s011.t005;retired;a
d000.s011.t006;worker;n
d000.s012.t000;try;v
d000.s012.t001;train;v
d000.s012.t002;youngster;n
d000.s012.t003;disco;n
d000.s012.t004;dance;n
d000.s012.t005;just;r
d000.s012.t006;drift;v
d000.s012.t007;away;r
;mr.;n
d000.s013.t000;worry;v
d000.s013.t001;old_age;n
d000.s013.t002;flightiness;n
d000.s013.t003;youth;n
d000.s013.t004;diminish;v
d000.s013.t005;rank;n
;east;a
d000.s013.t006;group;n
d000.s013.t007;keep;v
d000.s013.t008;bell;n
d000.s013.t009;peal;v
d000.s014.t000;history;n
d000.s014.t001;side;n
;accord;v
d000.s015.t000;nationwide;a
d000.s015.t001;survey;n
d000.s015.t002;take;v
d000.s015.t003;year;n
d000.s015.t004;ago;r
d000.s015.t005;nearly;r
;third;a
d000.s015.t006;england;n
d000.s015.t007;church;n
d000.s015.t008;bell;n
d000.s015.t009;no;r
d000.s015.t010;longer;r
d000.s015.t011;ring;v
d000.s015.t012;sunday;n
d000.s015.t013;ring;v
d000.s016.t000;easy;a
d000.s016.t001;see;v
d000.s016.t002;ancient;a
d000.s016.t003;art;n
;rope;n
d000.s017.t000;less;r
d000.s017.t001;complicated;a
d000.s017.t002;version;n
d000.s017.t003;play;v
d000.s017.t004;tune;n
d000.s017.t005;bell;n
d000.s017.t006;carillon;n
d000.s017.t007;continental;a
d000.s017.t008;europe;n
d000.s017.t009;consider;v
d000.s017.t010;english;n
d000.s017.t011;childish;a
d000.s017.t012;fit;a
d000.s017.t013;only;r
d000.s017.t014;foreigner;n
d000.s018.t000;change_ringing;n
d000.s018.t001;mind-boggling;a
;exercise;n
d000.s018.t002;english;n
d000.s018.t003;invent;v
d000.s018.t004;year;n
d000.s018.t005;ago;r
d000.s018.t006;require;v
d000.s018.t007;physical;a
d000.s018.t008;dexterity;n
d000.s018.t009;bell;n
d000.s018.t010;weigh;v
d000.s018.t011;more;a
d000.s018.t012;ton;n
d000.s018.t013;combine;v
d000.s018.t014;intense;a
d000.s018.t015;mental;a
d000.s018.t016;concentration;n
;proper;a
d000.s019.t000;english;a
d000.s019.t001;bell;n
d000.s019.t002;start;v
d000.s019.t003;round;n
d000.s019.t004;high-pitched;a
d000.s019.t005;bell;n
d000.s019.t006;low;a
d000.s019.t007;simple;a
d000.s019.t008;descend;v
d000.s019.t009;scale;n
d000.s019.t010;use;v
d000.s019.t011;large;a
d000.s019.t012;church;n
d000.s019.t013;many;a
d000.s019.t014;bell;n
d000.s020.t000;then;r
d000.s020.t001;signal;n
d000.s020.t002;ringer;n
d000.s020.t003;begin;v
d000.s020.t004;vary;v
d000.s020.t005;order;n
d000.s020.t006;bell;n
d000.s020.t007;sound;v
d000.s020.t008;alter;v
d000.s020.t009;steady;a
d000.s020.t010;rhythm;n
d000.s020.t011;striking;n
d000.s021.t000;variation;n
d000.s021.t001;change;n
d000.s021.t002;occur;v
d000.s021.t003;only;r
d000.s021.t004;once;r
d000.s021.t005;rule;n
d000.s021.t006;state;v
d000.s022.t000;ringer;n
d000.s022.t001;memorize;v
d000.s022.t002;pattern;n
d000.s022.t003;change;n
d000.s022.t004;know;v
d000.s022.t005;method;n
d000.s022.t006;name;n
;kent;n
;treble;n
;bob;n
;major;n
d000.s023.t000;series;n
d000.s023.t001;so;r
d000.s023.t002;change;n
;peal;n
d000.s023.t003;take;v
d000.s023.t004;about;r
d000.s023.t005;hour;n
d000.s024.t000;look;n
d000.s024.t001;thursday;n
d000.s024.t002;night;n
d000.s024.t003;practice;n
;mary;n
;abbot;n
d000.s024.t004;church;n
d000.s024.t005;district;n
;london;n
